"(1/9) Are you a student enrolled in a Norwegian higher education institution?","(2/9) Which of the following statements is closest to how you understand privacy?","(2/9) Which of the following statements is closest to how you understand privacy? - Other ? please enter (English or Norwegian).","(3/9) How important is privacy to you?","(4/9) To what extent do you agree with the following statements? - I feel that I have little control over how personal information about me is stored and used by my higher education institution.","(4/9) To what extent do you agree with the following statements? - I feel powerless when it comes to having control over personal information about me in relation to my higher education institution.","(4/9) To what extent do you agree with the following statements? - I want to be able to control and ensure my own privacy.","(4/9) To what extent do you agree with the following statements? - I want privacy experts or larger bodies (like an independent administrative body) to control and ensure my privacy.","(5/9) How desirable is it for you to have your personal information collected, processed and analyzed by your higher education institution in order for them to provide services that has the potential to improve your learning outcome?","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Accountability ? That your higher education institution is liable to account for and answer for the collection, processing and analyzing of your personal information. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Accuracy ? That the information about you that is represented in your higher education institution?s systems are accurate, precise and exact. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Anonymity ? That the information about you, in your higher education institution is represented in such a way that it is indistinguishable from others of its kind so that it cannot be directly connected to you. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Autonomy ? Liberty to follow your own will; control over your own affairs; freedom from external influence, personal independence. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Awareness ? To be informed. To know what personal information about you is collected, processed and analyzed by your higher education institution. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Consent ? That you are asked to agree to a request, before your personal information is potentially collected, processed and analyzed by your higher education institution. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Data ownership ? That you own the data that is represented in your higher education institution?s systems about you. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Data security ? That your personal information is being protected from unauthorized access, the risk of being intercepted, decoded or tapped. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Data sharing ? That your higher education institution does not shares your personal information with others internally, with other companies or with other service providers. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Data preservation ? That your personal information stored in your higher education institution's system is deleted periodically.","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Limited access ?  That as few as possible are able to view,  process and analyze your personal information. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Opt-out ? To have the option to choose to not participate in having your personal information collected, processed and analyzed by your higher education institution, without this affecting your learning outcome. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Personal access ? That you can view your personal information and how it is processed and analyzed by your higher education institution. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Personal control ? That you have authority over, and can determine what personal information about you is collected, processed and analyzed by your higher education institution.  ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Purpose ? To know the reason for why your information is collected, processed and analyzed by your higher education institution. ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Relevance ? That only your personal information that is relevant to improving your learning outcome is collected by your higher education institution.  ","(6/9) Imagine that your higher education institution is collecting, processing and analyzing your personal information in order to improve your learning outcome. How important are the following privacy principles to you? - Trust ? That you have firm belief in, can rely on, and have confidence in your higher education institution to protect your privacy. ","(7/9) If you were asked to give consent to have your personal informaiton collected, processed and analyzed, would it be likely that you would read a Terms and Conditions declaration before accepting/rejecting? ","(8/9) If you were asked to give consent to have your personal information collected, processed and analyzed, by your higher education institution ? would you feel pressured to give consent? ","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Improving your learning outcome. ","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Improving your grades. ","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Giving you consecutively information about how well you are doing in your subjects.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Giving you a visualized illustration of your course progress using graphs and charts.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Giving you an overview of how well you are doing in your courses compared to other students.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Giving you personalized feedback and suggestions related to your courses.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Improving the courses offered by your higher education institution.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Increasing graduation rates of your higher education institution.","(9/9) What services would you accept/deny your personal information to be used for, by your higher education institution? - Economic gain through sale of your personal data.","Overall Status - New","Overall Status - Distributed","Overall Status - Partially Complete","Overall Status - Complete","Overall Status - Rejected"
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the state or condition of being alone, undisturbed, as a matter of choice or right; seclusion; freedom from interference or intrusion.","","Important","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neutral","Very important","Important","Very important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Unlikely","Agree","Maybe accept","Accept","Accept","Accept","Accept","Accept","Don't know / no opinion","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neutral","Neutral","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Neutral","Important","Important","Important","Important","Likely","Neither agree nor disagree","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Important","Neither agree nor disagree","Disagree","Strongly agree","Agree","Desirable","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Neutral","Strongly disagree","Accept","Accept","Accept","Accept","Maybe accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Important","Strongly agree","Agree","Agree","Strongly disagree","Very desirable","Very important","Very important","Less important","Important","Important","Very important","Very important","Very important","Neutral","Less important","Unimportant","Very important","Important","Important","Very important","Very important","Very important","Neutral","Neither agree nor disagree","Accept","Accept","Accept","Maybe accept","Maybe accept","Maybe accept","Accept","Accept","Deny",0,0,0,1,0
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Agree","Agree","Neither agree nor disagree","Disagree","Neutral","Very important","Important","Very important","Very important","Very important","Important","Important","Very important","Very important","Important","Very important","Important","Important","Important","Very important","Important","Very important","Very unlikely","Agree","Accept","Accept","Deny","Maybe accept","Deny","Maybe accept","Accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Neither agree nor disagree","Disagree","Agree","Don't know / no opinion","Don't know / no opinion","Very important","Very important","Important","Important","Important","Neutral","Neutral","Very important","Very important","Important","Neutral","Important","Very important","Important","Less important","Less important","Important","Likely","Disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Important","Agree","Neither agree nor disagree","Agree","Agree","Undesirable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Very important","Agree","Agree","Agree","Agree","Desirable","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Unlikely","Strongly agree","Accept","Accept","Deny","Deny","Deny","Accept","Accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the state or condition of being alone, undisturbed, as a matter of choice or right; seclusion; freedom from interference or intrusion.","","Very important","Agree","Neither agree nor disagree","Strongly agree","Strongly agree","Neutral","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Likely","Disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Important","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Don't know / no opinion","Very important","Very important","Neutral","Very important","Very important","Very important","Very important","Very important","Very important","Neutral","Neutral","Very important","Very important","Very important","Important","Important","Very important","Unlikely","Strongly agree","Maybe accept","Maybe accept","Accept","Accept","Maybe accept","Accept","Maybe accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Very important","Disagree","Disagree","Strongly agree","Strongly agree","Very desirable","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Likely","Disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Important","Disagree","Disagree","Agree","Agree","Neutral","Very important","Important","Important","Important","Important","Very important","Neutral","Very important","Very important","Important","Important","Less important","Neutral","Important","Important","Important","Very important","Neutral","Agree","Accept","Maybe accept","Accept","Maybe accept","Maybe accept","Accept","Maybe accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Disagree","Disagree","Agree","Neither agree nor disagree","Undesirable","Very important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Unlikely","Agree","Accept","Accept","Accept","Accept","Accept","Maybe accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Less important","Neither agree nor disagree","Agree","Agree","Strongly agree","Desirable","Very important","Important","Very important","Important","Important","Important","Less important","Important","Important","Important","Less important","Less important","Important","Less important","Less important","Less important","Very important","Unlikely","Agree","Accept","Maybe accept","Deny","Maybe accept","Deny","Maybe accept","Maybe accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the state or condition of being alone, undisturbed, as a matter of choice or right; seclusion; freedom from interference or intrusion.","","Very important","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Neutral","Neutral","Very important","Very important","Very important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Likely","Neither agree nor disagree","Maybe accept","Accept","Maybe accept","Maybe accept","Maybe accept","Accept","Maybe accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Undesirable","Very important","Important","Very important","Very important","Important","Very important","Neutral","Very important","Very important","Important","Important","Neutral","Neutral","Important","Important","Important","Important","Unlikely","Agree","Maybe accept","Maybe accept","Accept","Maybe accept","Deny","Maybe accept","Maybe accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Agree","Disagree","Agree","Agree","Desirable","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Likely","Agree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Very important","Agree","Agree","Strongly agree","Neither agree nor disagree","Desirable","Very important","Very important","Important","Important","Very important","Very important","Very important","Very important","Important","Neutral","Very important","Very important","Very important","Very important","Very important","Very important","Important","Likely","Agree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the state or condition of being alone, undisturbed, as a matter of choice or right; seclusion; freedom from interference or intrusion.","","Very important","Agree","Agree","Strongly agree","Disagree","Undesirable","Unimportant","Unimportant","Unimportant","Unimportant","Unimportant","Unimportant","Less important","Important","Neutral","Less important","Important","Important","Important","Important","Important","Important","Important","Neutral","Agree","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Very important","Don't know / no opinion","Don't know / no opinion","Agree","Don't know / no opinion","Very undesirable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Neither agree nor disagree","Disagree","Agree","Neither agree nor disagree","Desirable","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Important","Important","Important","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Neutral","Important","Important","Important","Important","Important","Very unlikely","Disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept",0,0,0,1,0
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the state or condition of being alone, undisturbed, as a matter of choice or right; seclusion; freedom from interference or intrusion.","","Important","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Desirable","Important","Important","Very important","Important","Important","Important","Neutral","Very important","Very important","Less important","Important","Neutral","Important","Important","Important","Important","Important","Very unlikely","Strongly agree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Very important","Strongly agree","Strongly agree","Strongly agree","Don't know / no opinion","Very undesirable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Neutral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Neutral","Agree","Agree","Neither agree nor disagree","Agree","Desirable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Neither agree nor disagree","Disagree","Don't know / no opinion","Don't know / no opinion","Very undesirable","Neutral","Neutral","Important","Don't know / no opinion","Very important","Important","Important","Very important","Important","Neutral","Important","Neutral","Don't know / no opinion","Don't know / no opinion","Important","Don't know / no opinion","Don't know / no opinion","Unlikely","Agree","Accept","Accept","Accept","Maybe accept","Maybe accept","Maybe accept","Deny","Don't know / no opinion","Don't know / no opinion",0,0,0,1,0
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Very important","Disagree","Disagree","Strongly agree","Disagree","Neutral","Important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very likely","Disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Neutral","Don't know / no opinion","Don't know / no opinion","Agree","Agree","Very desirable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Very important","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Very undesirable","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very likely","Strongly disagree","Deny","Deny","Deny","Deny","Deny","Deny","Deny","Deny","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Neutral","Don't know / no opinion","Don't know / no opinion","Neither agree nor disagree","Strongly agree","Desirable","Important","Neutral","Less important","Important","Don't know / no opinion","Important","Very important","Very important","Don't know / no opinion","Unimportant","Unimportant","Less important","Important","Important","Important","Important","Important","Very unlikely","Don't know / no opinion","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Maybe accept",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Very important","Strongly disagree","Strongly disagree","Strongly agree","Don't know / no opinion","Neutral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Very important","Agree","Neither agree nor disagree","Agree","Agree","Neutral","Don't know / no opinion","Important","Very important","Important","Very important","Very important","Important","Very important","Important","Don't know / no opinion","Very important","Very important","Very important","Very important","Very important","Very important","Important","Don't know / no opinion","Strongly agree","Accept","Accept","Accept","Accept","Maybe accept","Maybe accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Disagree","Disagree","Agree","Don't know / no opinion","Undesirable","Very important","Very important","Important","Very important","Very important","Very important","Very important","Important","Very important","Important","Important","Important","Important","Important","Very important","Very important","Very important","Neutral","Agree","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Deny","Maybe accept","Maybe accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to limit others access to myself as a person.","","Less important","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Undesirable","Neutral","Important","Neutral","Neutral","Important","Important","Neutral","Very important","Important","Important","Neutral","Neutral","Important","Important","Important","Neutral","Important","Very unlikely","Agree","Accept","Accept","Maybe accept","Deny","Deny","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Undesirable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Agree","Neither agree nor disagree","Agree","Don't know / no opinion","Don't know / no opinion","Important","Important","Important","Important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very unlikely","Agree","Accept","Accept","Maybe accept","Maybe accept","Deny","Accept","Accept","Don't know / no opinion","Deny",0,0,0,1,0
"Yes","Other ? please enter (English or Norwegian).","I agree with all of the options and think we should be able to give more than one answer. Otherwise there should have been a context.","Very important","Strongly agree","Strongly agree","Agree","Strongly disagree","Neutral","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Neutral","Important","Important","Important","Very important","Important","Important","Very important","Very likely","Strongly agree","Accept","Accept","Maybe accept","Maybe accept","Deny","Maybe accept","Maybe accept","Don't know / no opinion","Don't know / no opinion",0,0,0,1,0
"Yes","I understand privacy as the right to limit others access to myself as a person.","","Important","Neither agree nor disagree","Disagree","Agree","Disagree","Undesirable","Important","Neutral","Important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Likely","Disagree","Accept","Maybe accept","Deny","Deny","Deny","Deny","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Disagree","Disagree","Agree","Neither agree nor disagree","Very undesirable","Very important","Important","Very important","Important","Very important","Very important","Important","Very important","Very important","Important","Important","Very important","Very important","Very important","Important","Important","Very important","Likely","Agree","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Deny","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Agree","Strongly agree","Strongly agree","Strongly disagree","Desirable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Very important","Strongly disagree","Strongly disagree","Strongly agree","Agree","Desirable","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Neutral","Strongly disagree","Accept","Accept","Deny","Maybe accept","Maybe accept","Accept","Accept","Accept","Don't know / no opinion",0,0,0,1,0
"No",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Less important","Neither agree nor disagree","Disagree","Agree","Neither agree nor disagree","Very desirable","Very important","Very important","Neutral","Important","Less important","Less important","Unimportant","Very important","Important","Unimportant","Unimportant","Important","Very important","Important","Important","Neutral","Very important","Unlikely","Disagree","Accept","Accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Important","Agree","Agree","Agree","Agree","Desirable","Important","Very important","Important","Very important","Very important","Very important","Important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Likely","Agree","Accept","Maybe accept","Accept","Maybe accept","Deny","Maybe accept","Maybe accept","Deny","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neither agree nor disagree","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion","Don't know / no opinion",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Agree","Disagree","Agree","Disagree","Desirable","Important","Important","Important","Very important","Very important","Very important","Very important","Very important","Important","Important","Very important","Very important","Very important","Very important","Very important","Important","Very important","Neutral","Agree","Accept","Accept","Accept","Accept","Maybe accept","Accept","Accept","Accept","Maybe accept",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Very important","Strongly disagree","Disagree","Strongly agree","Neither agree nor disagree","Neutral","Neutral","Important","Important","Important","Very important","Important","Neutral","Very important","Neutral","Less important","Important","Neutral","Neutral","Neutral","Important","Important","Very important","Neutral","Neither agree nor disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the state or condition of being alone, undisturbed, as a matter of choice or right; seclusion; freedom from interference or intrusion.","","Very important","Neither agree nor disagree","Agree","Strongly agree","Agree","Neutral","Neutral","Important","Less important","Very important","Important",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Agree","Disagree","Agree","Neither agree nor disagree","Neutral","Important","Important","Very important","Very important","Important","Important","Very important","Very important","Very important","Important","Important","Important","Important","Important","Neutral","Don't know / no opinion","Don't know / no opinion","Very unlikely","Disagree","Accept","Accept","Maybe accept","Don't know / no opinion","Deny","Accept","Accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to limit others access to myself as a person.","","Very important","Neither agree nor disagree","Strongly agree","Agree","Neither agree nor disagree","Neutral","Don't know / no opinion","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Neutral","Neutral","Important","Very important","Neutral","Neutral","Very important","Very important","Very likely","Strongly disagree","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Accept","Don't know / no opinion",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Very important",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Agree","Disagree","Strongly agree","Disagree","Neutral","Very important","Important","Neutral","Important","Very important","Very important","Neutral","Very important","Very important","Neutral","Important","Neutral","Neutral","Important","Important","Very important","Important","Very unlikely","Disagree","Accept","Accept","Maybe accept","Don't know / no opinion","Accept","Don't know / no opinion","Accept","Maybe accept","Deny",0,0,0,1,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
"Yes","I understand privacy as the state in which one is not watched or disturbed by others.","","Important","Disagree","Agree","Agree","Neither agree nor disagree","Neutral","Neutral","Important","Very important","Important","Very important","Very important","Important","Very important","Very important","Important","Neutral","Very important","Important","Important","Important","Important","Important","Likely","Agree","Deny","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept",0,0,0,1,0
"Yes",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neutral","Very important","Important","Very important","Very important","Very important","Very important","Important","Very important","Very important","Important","Very important","Important","Neutral","Important","Neutral","Very important","Very important","Likely","Strongly agree","Accept","Accept","Deny","Maybe accept","Deny","Deny","Accept","Maybe accept","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to decide when, how, and to what degree information about me is shared with others.","","Important","Agree","Agree","Agree","Agree","Neutral","Very important","Neutral","Very important","Important","Important","Very important","Important","Very important","Very important","Don't know / no opinion","Important","Very important","Important","Don't know / no opinion","Important","Important","Very important","Unlikely","Agree","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Maybe accept","Don't know / no opinion","Deny",0,0,0,1,0
"Yes","I understand privacy as the right to safeguard my personal integrity; safeguard my opportunity for private life, self-determination (autonomy) and self-expression.","","Very important","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
