student,definition,s_1,privacy_importance,little_control,powerless,self_management,expert_management,desiarability,accountability,accuracy,anonymity,autonomy,awareness,consent,data_ownership,data_security,data_sharing,data_preservation,access,opt_out,personal_access,personal_control,purpose,relevance,trust,terms_conditions,pressure,learning_outcome,improved_grades,consecutive_information,vizualized_illustration,overview,personalized_feedback,improving_courses,graduation_rates,economic_gain,statoverall_1,statoverall_2,statoverall_3,statoverall_4,statoverall_5
1,4,"",4,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,2,"",3,4,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",5,2,2,1,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,3,3,3,3,3,2,3,3,3,0,0,0,1,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
1,5,"",4,2,2,3,5,3,5,5,3,5,5,5,5,5,3,3,3,4,5,5,5,5,5,2,2,1,1,2,2,2,1,1,2,3,0,0,0,1,0
1,3,"",5,3,3,2,1,3,5,5,5,4,5,5,5,5,5,4,5,3,5,4,5,5,5,3,4,1,1,2,1,3,3,1,1,3,0,0,0,1,0
1,4,"",4,2,2,2,3,3,4,4,4,4,5,5,4,5,5,4,5,5,5,5,5,5,4,2,2,2,2,1,1,0,1,1,0,3,0,0,0,1,0
1,3,"",4,2,4,2,3,3,5,4,2,5,5,5,4,5,5,4,5,3,5,5,5,5,5,1,3,1,1,0,2,2,2,2,1,3,0,0,0,1,0
1,4,"",4,4,4,2,4,3,4,4,4,4,5,5,4,5,4,3,4,4,4,5,5,5,5,2,2,1,1,2,1,2,1,1,1,2,0,0,0,1,0
1,5,"",5,2,2,2,3,3,5,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,5,5,2,1,1,1,2,2,1,1,1,0,0,0,0,1,0
1,3,"",4,2,2,2,1,0,5,1,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,1,2,2,2,1,1,1,2,2,2,2,0,0,0,1,0
1,6,"",5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,2,3,1,2,1,3,0,0,0,1,0
1,4,"",4,5,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,2,2,3,3,1,1,3,3,0,0,0,1,0
1,5,"",4,3,3,2,3,3,4,4,4,3,5,4,4,5,4,4,5,4,5,4,5,5,5,2,3,2,2,2,2,2,2,2,2,3,0,0,0,1,0
1,3,"",5,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",4,3,3,3,2,2,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,3,3,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1,4,"",5,1,2,1,3,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,4,5,4,4,3,3,3,3,3,3,2,3,3,3,0,0,0,1,0
1,5,"",5,4,4,2,1,3,4,2,3,4,5,5,5,5,5,1,4,4,2,3,4,2,5,1,2,2,3,2,2,2,2,1,2,3,0,0,0,1,0
1,3,"",4,3,3,1,5,4,5,4,5,3,5,5,5,5,5,5,5,5,5,5,4,5,4,1,2,2,0,2,1,1,1,1,1,1,0,0,0,1,0
1,6,"",5,3,3,1,1,3,5,5,5,5,4,5,4,5,5,4,5,5,5,4,4,5,5,3,4,2,2,2,2,3,2,2,2,3,0,0,0,1,0
1,4,"",4,4,5,2,2,1,3,4,5,5,5,5,5,4,5,3,4,4,4,4,5,5,5,2,1,1,1,1,1,2,1,1,1,3,0,0,0,1,0
1,4,"",4,2,4,2,0,2,4,4,4,5,4,4,4,5,4,4,3,3,4,4,4,4,5,4,2,1,2,3,1,3,2,1,0,3,0,0,0,1,0
1,4,"",4,2,4,2,3,4,5,4,5,3,5,5,4,5,5,4,5,5,4,4,5,5,4,4,2,1,2,3,3,3,2,2,3,3,0,0,0,1,0
1,5,"",5,1,1,1,3,4,5,0,5,5,5,5,5,5,5,2,5,4,5,5,5,5,5,4,2,2,0,3,2,3,2,2,2,3,0,0,0,1,0
1,5,"",4,3,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,5,"",5,2,2,2,2,2,3,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0
1,4,"",4,4,4,2,2,2,5,3,4,5,5,4,4,5,5,4,4,4,3,3,5,5,5,2,4,1,1,2,2,3,2,1,1,3,0,0,0,1,0
1,4,"",2,4,4,3,0,3,4,3,4,4,3,4,0,5,4,4,3,0,3,3,3,4,0,1,4,2,1,2,1,1,2,2,2,0,0,0,0,1,0
1,6,"",3,5,5,2,2,2,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,1,3,1,1,1,1,2,1,1,1,3,0,0,0,1,0
1,4,"",4,2,3,2,1,5,0,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,1,2,1,1,2,1,2,1,2,3,3,0,0,0,1,0
1,4,"",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,1,"",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1,5,"",4,3,3,2,3,5,4,4,5,5,4,5,5,4,5,4,4,4,4,4,4,4,5,1,4,1,2,3,1,3,3,0,3,3,0,0,0,1,0
1,5,"",5,2,4,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,2,3,2,3,2,2,2,3,0,0,0,1,0
1,3,"",4,2,2,2,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,0,0,0,0,2,1,0,3,0,0,0,1,0
1,4,"",5,1,2,1,2,2,5,5,5,5,5,5,4,5,5,3,4,3,5,4,4,5,5,3,2,1,1,2,2,2,2,2,2,3,0,0,0,1,0
1,2,"",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",4,3,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",5,2,3,2,2,3,5,5,5,4,4,3,5,4,4,4,3,0,5,4,5,5,5,2,2,1,1,1,1,1,1,1,2,3,0,0,0,1,0
1,4,"",5,0,0,1,0,3,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,3,1,1,1,1,2,1,2,2,2,0,0,0,1,0
1,5,"",5,2,3,1,2,3,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,4,1,2,2,2,0,2,2,2,0,3,0,0,0,1,0
1,5,"",4,2,2,1,3,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,1,2,3,2,2,2,3,2,2,2,3,0,0,0,1,0
1,4,"",4,5,4,2,3,3,0,5,4,0,5,4,0,5,3,3,4,5,4,0,4,3,5,2,4,1,0,1,1,2,1,1,1,3,0,0,0,1,0
1,5,"",4,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",5,4,4,2,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,2,2,3,2,2,2,3,0,0,0,1,0
1,5,"",4,2,2,1,3,4,5,3,5,5,5,5,4,5,5,5,5,5,4,4,4,5,5,2,4,2,2,1,1,3,2,2,3,3,0,0,0,1,0
1,5,"",5,2,2,1,3,1,5,5,5,3,5,5,5,5,4,4,4,0,5,5,4,4,4,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0
0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
1,6,"",5,2,4,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,1,1,1,1,1,1,2,3,0,0,0,1,0
1,5,"",4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",4,2,3,2,3,3,5,5,5,4,5,5,5,5,4,3,4,5,5,4,4,4,4,2,1,1,0,2,2,1,2,1,1,3,0,0,0,1,0
1,4,"",5,2,2,2,0,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,1,1,2,2,1,1,2,3,0,0,0,1,0
1,4,"",3,3,4,3,4,3,4,4,5,4,5,5,5,5,5,3,3,4,2,3,4,4,4,1,4,1,1,2,1,3,1,1,2,3,0,0,0,1,0
1,2,"",5,4,4,1,3,4,5,5,5,5,5,5,5,5,5,4,0,5,5,5,5,4,5,5,2,1,1,1,1,1,1,1,2,3,0,0,0,1,0
1,5,"",5,2,3,2,4,3,5,3,5,3,4,4,2,5,4,3,4,2,3,0,4,3,5,2,3,2,2,3,3,3,3,2,1,3,0,0,0,1,0
1,4,"",4,2,1,3,2,2,4,5,4,3,5,4,5,4,5,4,4,5,4,4,3,2,4,1,2,1,1,1,1,1,1,1,1,3,0,0,0,1,0
1,4,"",5,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,5,"",5,3,3,2,4,2,5,5,4,5,5,5,4,5,5,2,4,5,4,5,5,5,4,2,5,1,1,1,1,1,1,1,1,3,0,0,0,1,0
1,4,"",4,3,3,1,3,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,4,3,3,3,2,2,3,2,2,3,0,0,0,1,0
1,3,"",5,4,5,2,4,2,5,4,5,4,5,4,2,5,5,2,1,2,2,4,4,4,5,4,4,1,3,1,1,2,1,1,1,3,0,0,0,1,0
1,4,"",4,3,4,2,3,4,5,4,5,4,5,5,5,5,5,4,4,4,4,5,4,5,5,4,3,2,2,2,2,0,2,2,2,3,0,0,0,1,0
1,4,"",2,2,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",4,3,4,1,2,2,5,4,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,1,4,1,1,2,2,2,1,1,2,3,0,0,0,1,0
1,4,"",3,3,4,2,3,2,4,5,5,3,4,2,1,4,5,1,3,1,4,1,4,3,5,1,4,1,1,1,1,1,1,1,1,3,0,0,0,1,0
1,4,"",4,4,5,1,2,3,5,5,5,5,4,5,4,5,5,4,4,4,5,5,4,4,5,2,4,2,2,1,2,3,2,1,2,3,0,0,0,1,0
1,6,"",4,2,5,2,3,1,4,5,5,5,5,5,4,4,5,4,4,4,3,4,5,3,5,2,1,2,1,1,1,2,1,1,2,3,0,0,0,1,0
1,4,"",4,0,5,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,1,1,3,1,1,0,3,0,0,0,1,0
1,4,"",4,2,0,1,5,3,5,5,4,4,5,5,5,5,5,4,3,5,5,5,4,3,5,2,5,1,1,1,1,2,2,2,2,3,0,0,0,1,0
1,4,"",5,0,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,3,2,2,2,2,2,2,3,0,0,0,1,0
1,4,"",5,2,4,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,5,1,1,1,1,0,1,1,1,3,0,0,0,1,0
1,4,"",4,1,2,1,1,4,4,3,5,5,5,5,4,4,5,4,5,5,4,4,2,4,4,1,1,2,2,2,0,3,3,2,2,3,0,0,0,1,0
1,4,"",4,3,0,2,0,3,5,3,5,4,4,5,4,5,5,5,5,5,3,4,3,3,5,4,2,1,2,3,3,3,3,2,2,3,0,0,0,1,0
1,5,"",4,2,2,3,0,2,5,4,4,4,5,2,0,5,0,0,4,4,5,0,5,4,5,1,1,2,0,0,3,3,1,2,0,3,0,0,0,1,0
1,4,"",4,4,3,2,3,3,4,5,5,4,5,5,4,5,4,4,4,5,5,5,5,4,5,2,3,1,1,1,2,2,2,1,2,0,0,0,0,1,0
1,4,"",4,2,2,2,2,2,5,4,4,5,4,5,3,5,3,3,3,5,5,5,4,4,5,2,2,2,2,0,2,0,2,2,0,3,0,0,0,1,0
1,4,"",3,3,4,2,3,2,4,5,4,4,5,5,5,5,5,4,3,4,4,5,5,5,5,2,4,1,1,1,1,1,1,1,1,3,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,5,"",5,3,3,4,5,3,3,2,4,4,3,4,4,4,4,4,5,5,2,3,2,1,5,2,2,2,3,3,3,3,3,2,2,3,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,6,"",4,4,3,2,3,3,5,4,3,4,4,5,5,5,5,4,5,4,4,5,5,5,5,2,2,2,1,1,1,1,2,2,2,1,0,0,0,1,0
1,4,"",5,1,2,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,2,3,3,3,3,3,3,2,2,1,0,0,0,1,0
1,5,"",4,3,5,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1,6,"",4,4,4,2,0,2,4,5,4,4,5,5,4,5,4,3,3,4,4,5,5,4,5,3,3,1,1,1,1,1,1,1,1,3,0,0,0,1,0
1,5,"",4,0,3,2,2,3,3,4,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,2,3,2,2,2,2,2,2,2,2,2,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",4,2,2,2,3,3,5,3,5,4,5,5,5,5,5,4,5,5,5,4,5,4,5,3,2,2,2,2,2,2,2,2,2,3,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,6,"",4,2,2,2,4,3,4,2,4,5,4,5,4,5,4,2,3,4,4,4,5,4,4,1,4,1,2,2,2,3,2,0,2,3,0,0,0,1,0
1,4,"",4,3,4,3,2,2,5,5,3,4,4,4,3,4,5,3,4,3,5,3,5,5,4,3,3,1,0,1,1,2,1,1,1,3,0,0,0,1,0
1,4,"",5,4,4,2,3,2,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,5,5,4,3,2,2,2,1,2,1,1,1,3,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,1,"",4,1,1,1,1,2,4,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,0,1,2,3,3,3,0,0,0,1,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
1,2,"",5,2,3,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,2,2,2,2,2,2,2,2,0,0,0,1,0
1,4,"",4,3,4,1,2,4,0,4,5,5,5,5,5,5,5,5,5,4,4,5,3,3,5,2,1,2,2,2,2,3,2,2,2,3,0,0,0,1,0
1,5,"",5,2,2,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,3,0,0,0,1,0
1,2,"",4,3,4,1,3,2,4,5,4,5,5,4,4,5,5,3,3,4,4,4,4,5,5,2,3,1,2,2,2,1,2,2,2,3,0,0,0,1,0
1,4,"",5,3,3,2,5,3,4,5,5,5,5,5,4,5,5,3,4,3,3,4,5,5,5,4,4,1,1,1,2,3,1,1,2,3,0,0,0,1,0
1,6,"",4,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,2,"",5,2,4,2,4,1,4,5,4,3,3,3,4,5,5,3,5,4,3,4,4,5,5,3,4,1,1,1,1,2,1,1,1,3,0,0,0,1,0
1,6,"",5,2,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,1,2,2,1,1,1,1,1,1,1,3,0,0,0,1,0
1,2,"",5,4,4,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",4,4,4,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,2,"",5,4,4,1,3,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,2,2,2,2,1,1,1,2,0,3,0,0,0,1,0
1,4,"",2,3,3,5,3,1,3,5,3,2,2,3,1,5,3,1,2,3,3,1,4,4,3,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",5,0,4,3,3,2,5,4,5,5,5,5,4,4,0,2,4,4,5,5,5,4,5,4,2,2,1,1,2,0,2,2,0,0,0,0,0,1,0
1,4,"",2,5,4,2,3,2,5,5,2,5,5,5,4,5,4,3,1,5,5,4,5,2,5,1,2,1,1,1,1,2,1,1,1,3,0,0,0,1,0
1,4,"",4,2,0,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,3,0,0,0,1,0
1,6,"",4,0,3,2,3,2,5,5,5,4,5,5,4,5,5,4,4,4,4,4,4,5,4,3,2,1,1,2,3,3,2,2,2,3,0,0,0,1,0
1,4,"",5,0,4,1,4,4,5,5,4,5,5,5,2,5,5,4,4,5,5,4,4,4,5,4,4,2,2,2,3,2,0,2,0,3,0,0,0,1,0
1,4,"",4,2,3,2,2,1,4,5,5,4,5,5,4,4,5,4,5,4,5,5,5,5,5,3,3,1,2,2,3,3,0,2,2,3,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,6,"",4,4,4,2,2,3,3,4,4,3,3,4,4,3,3,3,3,3,4,4,3,4,4,4,4,1,1,1,1,1,1,1,2,3,0,0,0,1,0
1,4,"",4,4,4,2,1,2,5,4,5,5,5,5,4,5,4,4,5,5,4,5,5,4,5,2,2,1,1,1,1,1,1,1,1,3,0,0,0,1,0
1,6,"",4,2,3,1,1,3,5,5,5,5,5,5,1,5,5,5,5,0,5,2,5,3,4,4,1,1,3,2,2,3,1,2,3,3,0,0,0,1,0
1,5,"",5,1,2,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,2,1,3,3,3,2,3,3,3,0,0,0,1,0
1,4,"",4,5,5,2,3,3,4,5,2,4,4,4,4,4,4,2,3,3,4,3,2,3,4,1,4,1,1,1,1,1,1,1,1,3,0,0,0,1,0
1,4,"",4,4,4,2,2,4,5,5,5,4,5,5,5,5,4,5,4,5,4,4,4,5,5,3,2,1,1,1,2,2,1,1,1,2,0,0,0,1,0
1,2,"",5,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,3,"",4,0,0,2,2,2,0,3,4,4,4,4,3,5,5,5,4,3,4,3,4,4,4,5,5,1,1,1,2,2,1,1,2,3,0,0,0,1,0
1,4,"",5,4,4,2,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,1,1,1,1,1,1,3,0,0,0,1,0
1,6,"",4,2,3,2,2,3,4,3,4,4,4,4,5,5,4,4,4,4,5,4,5,5,4,2,2,0,0,1,2,1,1,1,0,3,0,0,0,1,0
1,4,"",4,3,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,5,"",5,3,3,1,4,3,4,4,4,4,5,5,3,4,5,4,5,3,4,4,5,4,4,2,2,0,2,3,2,2,2,2,2,3,0,0,0,1,0
1,5,"",4,3,4,1,4,3,3,5,4,5,5,5,3,5,5,4,5,4,5,5,5,5,5,2,2,1,1,1,1,1,1,1,2,3,0,0,0,1,0
1,4,"",4,3,3,2,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,3,4,3,2,2,3,3,3,2,2,2,3,0,0,0,1,0
1,4,"",5,3,3,2,0,3,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,3,2,1,1,2,2,1,1,1,1,3,0,0,0,1,0
1,4,"",4,4,5,1,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,1,2,2,3,1,2,2,3,0,0,0,1,0
1,3,"",4,2,2,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",4,3,3,2,3,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,"",4,2,3,2,3,3,4,5,4,5,4,4,4,5,4,4,4,5,4,4,5,4,5,2,3,1,1,1,1,1,1,1,1,0,0,0,0,1,0
1,5,"",5,2,2,3,3,4,4,4,4,5,5,5,5,4,4,4,3,5,5,5,5,5,5,3,4,2,2,2,3,2,3,2,2,3,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,5,"",3,3,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",4,4,4,1,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,0,0,1,0,3,2,0,0,3,0,0,0,1,0
1,6,"",5,1,1,2,5,2,5,5,3,4,3,4,5,5,4,3,3,4,3,4,5,5,5,3,2,1,1,1,1,2,1,1,3,3,0,0,0,1,0
1,2,"",4,3,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",5,4,3,2,2,3,5,4,5,4,5,5,4,5,4,4,5,4,4,4,5,5,5,4,2,2,1,1,1,2,1,1,2,3,0,0,0,1,0
1,5,"",4,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,1,2,2,2,1,1,1,3,0,0,0,1,0
1,6,"",4,1,2,3,2,4,4,0,5,4,4,5,0,5,5,5,5,5,4,4,4,5,4,2,4,2,2,3,2,3,2,3,3,3,0,0,0,1,0
1,4,"",4,0,4,1,0,3,5,5,4,3,5,5,4,5,4,5,5,5,4,4,3,4,5,2,4,1,1,1,1,1,1,1,1,3,0,0,0,1,0
1,4,"",4,2,4,2,3,2,4,4,5,5,4,5,5,5,5,4,3,5,4,4,4,4,4,3,2,1,1,2,2,2,2,0,0,3,0,0,0,1,0
1,4,"",3,3,3,2,2,2,5,4,3,4,4,4,3,4,3,3,3,3,4,4,3,3,3,5,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0
1,4,"",5,2,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,1,0,3,2,2,3,2,2,3,0,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",4,5,5,3,3,3,5,5,4,3,3,4,3,4,4,4,4,3,3,3,4,4,4,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1,4,"",4,2,3,3,0,0,3,4,4,3,5,5,5,5,4,3,4,4,5,4,5,4,5,4,1,1,1,2,2,3,1,0,1,3,0,0,0,1,0
1,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",4,4,4,2,3,2,5,5,4,5,5,5,4,5,5,5,4,4,5,4,5,5,5,3,4,1,1,2,1,2,2,1,1,3,0,0,0,1,0
1,4,"",4,2,2,2,1,3,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,1,2,2,3,3,1,3,3,1,1,3,0,0,0,1,0
1,4,"",5,2,2,1,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
1,4,"",5,2,1,1,2,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,1,3,2,3,3,1,1,3,3,0,0,0,1,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
1,4,"",4,0,4,2,2,1,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,1,2,1,3,2,1,1,3,0,0,0,1,0
1,5,"",5,2,2,2,3,4,5,5,5,5,5,5,2,5,5,5,5,4,5,4,4,4,4,5,4,3,3,3,3,3,2,2,3,3,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,2,"",4,3,4,2,2,1,5,4,5,5,5,5,1,5,5,5,5,5,5,2,5,5,5,1,5,2,2,1,1,3,1,1,2,3,0,0,0,1,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
1,6,"",4,4,4,2,3,4,5,5,4,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,2,2,1,2,2,2,2,1,2,3,0,0,0,1,0
1,4,"",5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0
1,6,"",4,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",4,4,5,2,3,1,5,5,4,4,4,5,4,5,5,2,4,4,4,4,4,3,5,2,3,1,1,2,1,1,1,1,1,3,0,0,0,1,0
1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,3,"",5,4,5,1,0,2,5,5,4,5,5,5,4,5,5,3,4,5,5,5,5,4,5,2,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0
1,5,"",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,4,"",5,2,4,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,2,2,3,1,2,2,3,0,0,0,1,0
1,6,"",5,1,2,1,3,3,4,5,4,5,5,4,5,4,5,2,3,3,0,0,4,5,5,4,2,1,1,1,1,3,2,1,0,3,0,0,0,1,0
,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
1,5,"",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,7,"Norwegian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
1,5,"",4,2,2,2,2,0,4,4,4,3,4,4,4,4,5,5,5,5,4,4,4,4,5,4,2,2,2,2,0,2,2,2,2,3,0,0,0,1,0
0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0
1,5,"",4,0,3,1,2,2,3,5,3,3,5,5,4,5,5,3,5,4,5,5,5,5,5,2,1,1,1,1,1,2,1,2,2,3,0,0,0,1,0
1,3,"",4,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
